,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
99,Howard,1720,Howard Precinct 04-003,1518,79,6,202,1720,1,0.8825581395348837,0.11744186046511627,1635,0.045930232558139536,0.0034883720930232558,0.9505813953488372
129,Howard,1498,Howard Precinct 04-001,1349,51,3,149,1498,1,0.9005340453938585,0.09946595460614152,1444,0.03404539385847797,0.0020026702269692926,0.9639519359145527
131,Howard,1440,Howard Precinct 04-005,1280,63,7,160,1440,1,0.8888888888888888,0.1111111111111111,1370,0.04375,0.004861111111111111,0.9513888888888888
688,Howard,1703,Howard Precinct 06-007,920,87,8,783,1703,1,0.540223135642983,0.45977686435701703,1608,0.05108631826189078,0.004697592483852026,0.9442160892542572
689,Howard,3903,Howard Precinct 06-029,1974,268,23,1929,3903,1,0.5057647963105304,0.49423520368946966,3612,0.06866512938765053,0.0058929028952088135,0.9254419677171407
690,Howard,1011,Howard Precinct 06-030,438,55,6,573,1011,1,0.4332344213649852,0.5667655786350149,950,0.05440158259149357,0.005934718100890208,0.9396636993076162
691,Howard,2972,Howard Precinct 01-006,1817,81,5,1155,2972,1,0.6113728129205922,0.3886271870794078,2886,0.02725437415881561,0.0016823687752355316,0.9710632570659489
694,Howard,4044,Howard Precinct 01-015,1543,87,7,2501,4044,1,0.3815529179030663,0.6184470820969338,3950,0.021513353115727003,0.0017309594460929772,0.97675568743818
926,Howard,2116,Howard Precinct 04-004,1753,87,3,363,2116,1,0.8284499054820416,0.1715500945179584,2026,0.04111531190926276,0.0014177693761814746,0.9574669187145558
930,Howard,2206,Howard Precinct 03-002,1871,90,6,335,2206,1,0.8481414324569356,0.15185856754306437,2110,0.04079782411604715,0.0027198549410698096,0.956482320942883
942,Howard,3762,Howard Precinct 03-005,2617,144,8,1145,3762,1,0.6956406166932483,0.3043593833067517,3610,0.03827751196172249,0.002126528442317916,0.9595959595959596
1349,Howard,2057,Howard Precinct 02-008,1283,100,10,774,2057,1,0.6237238697131745,0.3762761302868255,1947,0.04861448711716091,0.004861448711716091,0.946524064171123
1358,Howard,2252,Howard Precinct 01-008,1565,116,10,687,2252,1,0.6949378330373002,0.30506216696269983,2126,0.05150976909413854,0.004440497335701598,0.9440497335701599
1359,Howard,1598,Howard Precinct 01-013,988,47,7,610,1598,1,0.6182728410513142,0.38172715894868586,1544,0.029411764705882353,0.004380475594493116,0.9662077596996246
1360,Howard,2627,Howard Precinct 01-001,2032,94,6,595,2627,1,0.7735059002664636,0.22649409973353635,2527,0.03578226113437381,0.0022839741149600305,0.9619337647506662
1409,Howard,1452,Howard Precinct 02-005,1077,99,6,375,1452,1,0.7417355371900827,0.25826446280991733,1347,0.06818181818181818,0.004132231404958678,0.9276859504132231
1410,Howard,2087,Howard Precinct 02-015,1499,114,2,588,2087,1,0.7182558696693819,0.2817441303306181,1971,0.05462386200287494,0.0009583133684714902,0.9444178246286535
1411,Howard,2065,Howard Precinct 02-018,1679,96,4,386,2065,1,0.8130750605326876,0.18692493946731234,1965,0.04648910411622276,0.001937046004842615,0.9515738498789347
1412,Howard,2274,Howard Precinct 02-011,1600,91,5,674,2274,1,0.7036059806508356,0.2963940193491645,2178,0.04001759014951627,0.0021987686895338612,0.9577836411609498
1413,Howard,1532,Howard Precinct 02-019,1154,60,0,378,1532,1,0.7532637075718016,0.24673629242819844,1472,0.0391644908616188,0.0,0.9608355091383812
1414,Howard,327,Howard Precinct 02-021,278,19,1,49,327,1,0.8501529051987767,0.14984709480122324,307,0.0581039755351682,0.0030581039755351682,0.9388379204892966
1415,Howard,2492,Howard Precinct 02-012,1768,116,6,724,2492,1,0.709470304975923,0.29052969502407705,2370,0.04654895666131621,0.002407704654895666,0.9510433386837881
1416,Howard,1902,Howard Precinct 02-006,1286,118,13,616,1902,1,0.676130389064143,0.323869610935857,1771,0.06203995793901157,0.006834910620399579,0.9311251314405888
1417,Howard,4633,Howard Precinct 02-009,1730,128,13,2903,4633,1,0.37340815886034967,0.6265918411396504,4492,0.02762788689833801,0.002805957263112454,0.9695661558385495
1418,Howard,1313,Howard Precinct 02-024,1031,68,4,282,1313,1,0.7852246763137852,0.21477532368621477,1241,0.05178979436405179,0.0030464584920030465,0.9451637471439451
1419,Howard,1532,Howard Precinct 02-007,1267,78,3,265,1532,1,0.827023498694517,0.17297650130548303,1451,0.050913838120104436,0.0019582245430809398,0.9471279373368147
1496,Howard,2112,Howard Precinct 05-011,1724,118,8,388,2112,1,0.8162878787878788,0.18371212121212122,1986,0.05587121212121212,0.003787878787878788,0.9403409090909091
1497,Howard,1558,Howard Precinct 05-020,1249,76,5,309,1558,1,0.8016688061617459,0.19833119383825418,1477,0.04878048780487805,0.003209242618741977,0.94801026957638
1498,Howard,1752,Howard Precinct 04-006,1451,74,4,301,1752,1,0.8281963470319634,0.17180365296803654,1674,0.04223744292237443,0.00228310502283105,0.9554794520547946
1499,Howard,1427,Howard Precinct 04-002,1273,70,3,154,1427,1,0.8920812894183602,0.1079187105816398,1354,0.04905395935529082,0.002102312543798178,0.948843728100911
