,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14D,GOV14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14None,GOV14D_pct,GOV14R_pct,GOV14None_pct
99,Howard,1720,Howard Precinct 04-003,1518,65,36,192,763,101,1720,1.0,0.8825581395348837,0.0377906976744186,0.020930232558139535,0.05872093023255814,765,0.11162790697674418,0.4436046511627907,0.44476744186046513
129,Howard,1498,Howard Precinct 04-001,1349,40,68,133,574,41,1498,1.0,0.9005340453938585,0.0267022696929239,0.04539385847797063,0.027369826435246995,791,0.08878504672897196,0.38317757009345793,0.5280373831775701
131,Howard,1440,Howard Precinct 04-005,1280,44,55,130,739,61,1440,1.0,0.8888888888888888,0.030555555555555555,0.03819444444444445,0.04236111111111111,571,0.09027777777777778,0.5131944444444444,0.39652777777777776
688,Howard,1703,Howard Precinct 06-007,920,548,99,191,177,136,1703,1.0,0.540223135642983,0.3217850851438638,0.05813270698766882,0.07985907222548444,1335,0.11215502055196712,0.10393423370522607,0.7839107457428068
689,Howard,3903,Howard Precinct 06-029,1974,852,170,759,568,907,3903,1.0,0.5057647963105304,0.21829362029208302,0.04355623879067384,0.23238534460671278,2576,0.19446579554189086,0.14552908019472202,0.6600051242633871
690,Howard,1011,Howard Precinct 06-030,438,312,156,184,105,105,1011,1.0,0.4332344213649852,0.3086053412462908,0.1543026706231454,0.10385756676557864,722,0.18199802176063304,0.10385756676557864,0.7141444114737884
691,Howard,2972,Howard Precinct 01-006,1817,361,178,258,366,616,2972,1.0,0.6113728129205922,0.12146702557200538,0.059892328398384924,0.2072678331090175,2348,0.08681022880215343,0.12314939434724091,0.7900403768506057
694,Howard,4044,Howard Precinct 01-015,1543,1617,221,666,483,663,4044,1.0,0.3815529179030663,0.39985163204747776,0.054648862512364,0.163946587537092,2895,0.16468842729970326,0.11943620178041543,0.7158753709198813
926,Howard,2116,Howard Precinct 04-004,1753,171,39,236,825,153,2116,1.0,0.8284499054820416,0.08081285444234404,0.018431001890359167,0.0723062381852552,1055,0.11153119092627599,0.3898865784499055,0.4985822306238185
930,Howard,2206,Howard Precinct 03-002,1871,96,47,275,942,192,2206,1.0,0.8481414324569356,0.043517679057116954,0.02130553037171351,0.08703535811423391,989,0.12466001813236627,0.4270172257479601,0.4483227561196736
942,Howard,3762,Howard Precinct 03-005,2617,201,60,413,905,884,3762,1.0,0.6956406166932483,0.05342902711323764,0.01594896331738437,0.2349813928761297,2444,0.10978203083466241,0.24056353003721426,0.6496544391281234
1349,Howard,2057,Howard Precinct 02-008,1283,171,67,329,516,536,2057,1.0,0.6237238697131745,0.08313077297034516,0.032571706368497814,0.2605736509479825,1212,0.15994166261545942,0.25085075352455033,0.5892075838599903
