,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
99,Howard,1720,Howard Precinct 04-003,1518,65,36,250,637,101,1720,1.0,0.8825581395348837,0.0377906976744186,0.020930232558139535,0.05872093023255814,833,0.14534883720930233,0.37034883720930234,0.48430232558139535
129,Howard,1498,Howard Precinct 04-001,1349,40,68,177,483,41,1498,1.0,0.9005340453938585,0.0267022696929239,0.04539385847797063,0.027369826435246995,838,0.11815754339118825,0.32242990654205606,0.5594125500667557
131,Howard,1440,Howard Precinct 04-005,1280,44,55,200,621,61,1440,1.0,0.8888888888888888,0.030555555555555555,0.03819444444444445,0.04236111111111111,619,0.1388888888888889,0.43125,0.42986111111111114
688,Howard,1703,Howard Precinct 06-007,920,548,99,218,135,136,1703,1.0,0.540223135642983,0.3217850851438638,0.05813270698766882,0.07985907222548444,1350,0.1280093951849677,0.07927187316500293,0.7927187316500294
689,Howard,3903,Howard Precinct 06-029,1974,852,170,836,433,907,3903,1.0,0.5057647963105304,0.21829362029208302,0.04355623879067384,0.23238534460671278,2634,0.21419420958237254,0.11094030233153984,0.6748654880860876
690,Howard,1011,Howard Precinct 06-030,438,312,156,196,83,105,1011,1.0,0.4332344213649852,0.3086053412462908,0.1543026706231454,0.10385756676557864,732,0.19386745796241345,0.0820969337289812,0.7240356083086054
691,Howard,2972,Howard Precinct 01-006,1817,361,178,312,276,616,2972,1.0,0.6113728129205922,0.12146702557200538,0.059892328398384924,0.2072678331090175,2384,0.10497981157469717,0.09286675639300135,0.8021534320323015
694,Howard,4044,Howard Precinct 01-015,1543,1617,221,725,361,663,4044,1.0,0.3815529179030663,0.39985163204747776,0.054648862512364,0.163946587537092,2958,0.17927794263105837,0.08926805143422355,0.7314540059347181
926,Howard,2116,Howard Precinct 04-004,1753,171,39,304,704,153,2116,1.0,0.8284499054820416,0.08081285444234404,0.018431001890359167,0.0723062381852552,1108,0.14366729678638943,0.332703213610586,0.5236294896030246
930,Howard,2206,Howard Precinct 03-002,1871,96,47,367,758,192,2206,1.0,0.8481414324569356,0.043517679057116954,0.02130553037171351,0.08703535811423391,1081,0.16636446056210336,0.34360834088848596,0.4900271985494107
942,Howard,3762,Howard Precinct 03-005,2617,201,60,505,741,884,3762,1.0,0.6956406166932483,0.05342902711323764,0.01594896331738437,0.2349813928761297,2516,0.13423710792131846,0.19696969696969696,0.6687931951089846
1349,Howard,2057,Howard Precinct 02-008,1283,171,67,384,402,536,2057,1.0,0.6237238697131745,0.08313077297034516,0.032571706368497814,0.2605736509479825,1271,0.18667963052989792,0.19543023821098687,0.6178901312591152
1358,Howard,2252,Howard Precinct 01-008,1565,276,136,329,362,275,2252,1.0,0.6949378330373002,0.12255772646536411,0.06039076376554174,0.12211367673179396,1561,0.1460923623445826,0.16074600355239788,0.6931616341030196
1359,Howard,1598,Howard Precinct 01-013,988,356,57,361,363,197,1598,1.0,0.6182728410513142,0.2227784730913642,0.03566958698372966,0.123279098873592,874,0.22590738423028786,0.22715894868585731,0.5469336670838548
1360,Howard,2627,Howard Precinct 01-001,2032,248,78,519,640,269,2627,1.0,0.7735059002664636,0.09440426341834793,0.029691663494480394,0.10239817282070804,1468,0.19756376094404263,0.24362390559573657,0.5588123334602207
1409,Howard,1452,Howard Precinct 02-005,1077,25,28,269,288,322,1452,1.0,0.7417355371900827,0.01721763085399449,0.01928374655647383,0.22176308539944903,895,0.18526170798898073,0.19834710743801653,0.6163911845730028
1410,Howard,2087,Howard Precinct 02-015,1499,82,42,322,405,464,2087,1.0,0.7182558696693819,0.0392908481073311,0.020124580737901295,0.22232870148538572,1360,0.15428845232390992,0.19405845711547676,0.6516530905606133
1411,Howard,2065,Howard Precinct 02-018,1679,80,49,383,463,257,2065,1.0,0.8130750605326876,0.0387409200968523,0.023728813559322035,0.12445520581113802,1219,0.18547215496368039,0.22421307506053267,0.5903147699757869
1412,Howard,2274,Howard Precinct 02-011,1600,181,59,311,376,434,2274,1.0,0.7036059806508356,0.07959542656112577,0.025945470536499562,0.19085312225153914,1587,0.13676341248900617,0.16534740545294635,0.6978891820580475
1413,Howard,1532,Howard Precinct 02-019,1154,100,30,258,390,248,1532,1.0,0.7532637075718016,0.06527415143603134,0.0195822454308094,0.1618798955613577,884,0.16840731070496084,0.2545691906005222,0.577023498694517
1414,Howard,327,Howard Precinct 02-021,278,3,10,64,78,36,327,1.0,0.8501529051987767,0.009174311926605505,0.03058103975535168,0.11009174311926606,185,0.19571865443425077,0.23853211009174313,0.5657492354740061
1415,Howard,2492,Howard Precinct 02-012,1768,140,62,381,375,522,2492,1.0,0.709470304975923,0.056179775280898875,0.024879614767255216,0.20947030497592295,1736,0.1528892455858748,0.15048154093097912,0.6966292134831461
1416,Howard,1902,Howard Precinct 02-006,1286,153,46,294,324,417,1902,1.0,0.676130389064143,0.0804416403785489,0.024185068349106203,0.2192429022082019,1284,0.15457413249211358,0.17034700315457413,0.6750788643533123
1417,Howard,4633,Howard Precinct 02-009,1730,622,346,392,222,1935,4633,1.0,0.37340815886034967,0.13425426289661127,0.07468163177206993,0.41765594647096915,4019,0.08461040362616015,0.04791711633930498,0.8674724800345348
1418,Howard,1313,Howard Precinct 02-024,1031,76,35,243,282,171,1313,1.0,0.7852246763137852,0.057882711348057884,0.026656511805026657,0.13023610053313023,788,0.18507235338918507,0.21477532368621477,0.6001523229246002
1419,Howard,1532,Howard Precinct 02-007,1267,55,38,301,424,172,1532,1.0,0.827023498694517,0.03590078328981723,0.024804177545691905,0.1122715404699739,807,0.19647519582245432,0.27676240208877284,0.5267624020887729
1496,Howard,2112,Howard Precinct 05-011,1724,78,43,437,576,267,2112,1.0,0.8162878787878788,0.036931818181818184,0.020359848484848484,0.12642045454545456,1099,0.20691287878787878,0.2727272727272727,0.5203598484848485
1497,Howard,1558,Howard Precinct 05-020,1249,96,50,318,482,163,1558,1.0,0.8016688061617459,0.06161745827984596,0.03209242618741977,0.10462130937098844,758,0.20410783055198972,0.30937098844672656,0.4865211810012837
1498,Howard,1752,Howard Precinct 04-006,1451,99,42,312,675,160,1752,1.0,0.8281963470319634,0.05650684931506849,0.023972602739726026,0.091324200913242,765,0.1780821917808219,0.3852739726027397,0.4366438356164384
1499,Howard,1427,Howard Precinct 04-002,1273,39,31,297,595,84,1427,1.0,0.8920812894183602,0.027330063069376315,0.021723896285914507,0.05886475122634898,535,0.20812894183601963,0.416958654519972,0.3749124036440084
1500,Howard,2228,Howard Precinct 05-019,1846,101,57,414,716,224,2228,1.0,0.8285457809694794,0.04533213644524237,0.025583482944344704,0.10053859964093358,1098,0.18581687612208259,0.3213644524236984,0.49281867145421904
1501,Howard,2504,Howard Precinct 05-001,1817,162,73,444,670,452,2504,1.0,0.7256389776357828,0.06469648562300319,0.02915335463258786,0.1805111821086262,1390,0.17731629392971246,0.26757188498402557,0.555111821086262
1502,Howard,1727,Howard Precinct 03-006,1346,124,45,302,505,212,1727,1.0,0.7793862188766647,0.07180081065431385,0.02605674580196873,0.12275622466705269,920,0.17486971627099016,0.2924145917776491,0.5327156919513607
1509,Howard,2158,Howard Precinct 05-006,1511,175,57,625,641,415,2158,1.0,0.7001853568118629,0.08109360518999073,0.026413345690454126,0.19230769230769232,892,0.2896200185356812,0.29703429101019463,0.41334569045412417
1510,Howard,2369,Howard Precinct 06-028,1575,214,83,511,562,497,2369,1.0,0.6648374841705361,0.09033347403967919,0.03503588011819333,0.2097931616715914,1296,0.2157028281975517,0.23723089911355003,0.5470662726888983
1511,Howard,1568,Howard Precinct 06-032,1213,96,59,276,363,200,1568,1.0,0.7735969387755102,0.061224489795918366,0.03762755102040816,0.12755102040816327,929,0.1760204081632653,0.2315051020408163,0.5924744897959183
1512,Howard,1414,Howard Precinct 06-003,1102,109,46,308,276,157,1414,1.0,0.7793493635077794,0.07708628005657708,0.03253182461103253,0.11103253182461104,830,0.21782178217821782,0.19519094766619519,0.5869872701555869
1513,Howard,2320,Howard Precinct 05-005,1501,208,49,493,543,562,2320,1.0,0.6469827586206897,0.0896551724137931,0.021120689655172414,0.24224137931034484,1284,0.2125,0.23405172413793104,0.553448275862069
1514,Howard,1265,Howard Precinct 05-013,838,180,122,278,153,125,1265,1.0,0.6624505928853754,0.1422924901185771,0.09644268774703557,0.09881422924901186,834,0.21976284584980238,0.12094861660079051,0.6592885375494071
1570,Howard,1476,Howard Precinct 05-023,899,294,59,309,133,224,1476,1.0,0.6090785907859079,0.1991869918699187,0.03997289972899729,0.15176151761517614,1034,0.20934959349593496,0.09010840108401084,0.7005420054200542
1571,Howard,2674,Howard Precinct 05-009,883,1027,372,404,135,392,2674,1.0,0.33021690351533284,0.38406881077038146,0.13911742707554225,0.14659685863874344,2135,0.15108451757666416,0.05048616305160808,0.7984293193717278
