,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
99,Howard,1720,Howard Precinct 04-003,1518,65,36,158,39,101,1720,1,0.8825581395348837,0.0377906976744186,0.020930232558139535,0.05872093023255814,1523,0.09186046511627907,0.022674418604651164,0.8854651162790698
129,Howard,1498,Howard Precinct 04-001,1349,40,68,134,38,41,1498,1,0.9005340453938585,0.0267022696929239,0.04539385847797063,0.027369826435246995,1326,0.08945260347129506,0.025367156208277702,0.8851802403204272
131,Howard,1440,Howard Precinct 04-005,1280,44,55,137,35,61,1440,1,0.8888888888888888,0.030555555555555555,0.03819444444444445,0.04236111111111111,1268,0.09513888888888888,0.024305555555555556,0.8805555555555555
688,Howard,1703,Howard Precinct 06-007,920,548,99,78,89,136,1703,1,0.540223135642983,0.3217850851438638,0.05813270698766882,0.07985907222548444,1536,0.04580152671755725,0.05226071638285379,0.901937756899589
689,Howard,3903,Howard Precinct 06-029,1974,852,170,491,268,907,3903,1,0.5057647963105304,0.21829362029208302,0.04355623879067384,0.23238534460671278,3144,0.12580066615424032,0.06866512938765053,0.8055342044581092
690,Howard,1011,Howard Precinct 06-030,438,312,156,73,96,105,1011,1,0.4332344213649852,0.3086053412462908,0.1543026706231454,0.10385756676557864,842,0.0722057368941642,0.09495548961424333,0.8328387734915925
691,Howard,2972,Howard Precinct 01-006,1817,361,178,142,92,616,2972,1,0.6113728129205922,0.12146702557200538,0.059892328398384924,0.2072678331090175,2738,0.0477792732166891,0.03095558546433378,0.9212651413189771
694,Howard,4044,Howard Precinct 01-015,1543,1617,221,190,198,663,4044,1,0.3815529179030663,0.39985163204747776,0.054648862512364,0.163946587537092,3656,0.046983184965380814,0.04896142433234421,0.904055390702275
926,Howard,2116,Howard Precinct 04-004,1753,171,39,169,54,153,2116,1,0.8284499054820416,0.08081285444234404,0.018431001890359167,0.0723062381852552,1893,0.07986767485822306,0.02551984877126654,0.8946124763705104
930,Howard,2206,Howard Precinct 03-002,1871,96,47,217,80,192,2206,1,0.8481414324569356,0.043517679057116954,0.02130553037171351,0.08703535811423391,1909,0.09836808703535811,0.03626473254759746,0.8653671804170444
942,Howard,3762,Howard Precinct 03-005,2617,201,60,284,110,884,3762,1,0.6956406166932483,0.05342902711323764,0.01594896331738437,0.2349813928761297,3368,0.07549175970228601,0.029239766081871343,0.8952684742158427
1349,Howard,2057,Howard Precinct 02-008,1283,171,67,216,106,536,2057,1,0.6237238697131745,0.08313077297034516,0.032571706368497814,0.2605736509479825,1735,0.10500729217306758,0.051531356344190565,0.8434613514827418
1358,Howard,2252,Howard Precinct 01-008,1565,276,136,179,103,275,2252,1,0.6949378330373002,0.12255772646536411,0.06039076376554174,0.12211367673179396,1970,0.07948490230905861,0.04573712255772647,0.8747779751332149
