,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,22,27,17,172,2986,1,0.942397856664434,0.05760214333556597,2920,0.007367716008037508,0.009042196918955124,0.0056932350971198925,0.9778968519758875
134,Carroll,1186,Carroll Precinct 12-001,1086,12,30,14,100,1186,1,0.9156829679595279,0.08431703204047218,1130,0.01011804384485666,0.025295109612141653,0.011804384485666104,0.9527824620573356
135,Carroll,2833,Carroll Precinct 11-001,2645,39,50,38,188,2833,1,0.9336392516766678,0.06636074832333215,2706,0.013766325450052947,0.017649135192375574,0.013413342746205436,0.9551711966113661
396,Carroll,1084,Carroll Precinct 10-001,1040,9,12,11,44,1084,1,0.959409594095941,0.04059040590405904,1052,0.008302583025830259,0.01107011070110701,0.01014760147601476,0.9704797047970479
397,Carroll,7012,Carroll Precinct 01-001,6558,57,120,87,454,7012,1,0.9352538505419281,0.06474614945807187,6748,0.008128921848260126,0.017113519680547633,0.012407301768397034,0.9623502567027952
398,Carroll,1424,Carroll Precinct 02-001,1389,23,34,29,35,1424,1,0.9754213483146067,0.02457865168539326,1338,0.016151685393258428,0.023876404494382022,0.020365168539325844,0.9396067415730337
399,Carroll,1786,Carroll Precinct 02-002,1731,13,33,28,55,1786,1,0.9692049272116461,0.030795072788353865,1712,0.007278835386338186,0.018477043673012318,0.015677491601343786,0.9585666293393057
927,Carroll,6623,Carroll Precinct 14-002,6214,62,110,91,409,6623,1,0.9382455080779103,0.061754491922089684,6360,0.009361316623886456,0.01660878755850823,0.013739996980220444,0.9602898988373849
928,Carroll,3192,Carroll Precinct 05-001,2872,63,55,70,320,3192,1,0.899749373433584,0.10025062656641603,3004,0.019736842105263157,0.017230576441102756,0.021929824561403508,0.9411027568922306
929,Carroll,647,Carroll Precinct 05-006,626,27,26,14,21,647,1,0.9675425038639877,0.03245749613601236,580,0.04173106646058733,0.0401854714064915,0.021638330757341576,0.8964451313755796
