,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN16D,SEN16R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN16None,SEN16D_pct,SEN16R_pct,SEN16None_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,45,69,267,777,58,2986,1,0.942397856664434,0.01507032819825854,0.023107836570663093,0.01942397856664434,1942,0.08941728064300067,0.26021433355659745,0.6503683858004019
134,Carroll,1186,Carroll Precinct 12-001,1086,70,17,181,422,13,1186,1,0.9156829679595279,0.05902192242833052,0.01433389544688027,0.010961214165261383,583,0.15261382799325462,0.35581787521079256,0.49156829679595276
135,Carroll,2833,Carroll Precinct 11-001,2645,87,63,371,1181,38,2833,1,0.9336392516766678,0.030709495234733496,0.02223791034239322,0.013413342746205436,1281,0.13095658312742675,0.416872573243911,0.4521708436286622
396,Carroll,1084,Carroll Precinct 10-001,1040,12,15,110,460,17,1084,1,0.959409594095941,0.01107011070110701,0.013837638376383764,0.015682656826568265,514,0.1014760147601476,0.42435424354243545,0.474169741697417
397,Carroll,7012,Carroll Precinct 01-001,6558,201,129,822,2495,124,7012,1,0.9352538505419281,0.028665145464917285,0.018397033656588704,0.017683970336565887,3695,0.11722760981175129,0.3558185966913862,0.5269537934968626
398,Carroll,1424,Carroll Precinct 02-001,1389,11,16,204,667,8,1424,1,0.9754213483146067,0.007724719101123595,0.011235955056179775,0.0056179775280898875,553,0.14325842696629212,0.4683988764044944,0.3883426966292135
399,Carroll,1786,Carroll Precinct 02-002,1731,9,19,228,778,27,1786,1,0.9692049272116461,0.005039193729003359,0.010638297872340425,0.015117581187010079,780,0.1276595744680851,0.43561030235162373,0.43673012318029114
927,Carroll,6623,Carroll Precinct 14-002,6214,125,131,907,2656,153,6623,1,0.9382455080779103,0.018873622225577532,0.019779556092405254,0.0231013136041069,3060,0.13694700286879058,0.40102672504907144,0.462026272082138
928,Carroll,3192,Carroll Precinct 05-001,2872,133,80,676,1133,107,3192,1,0.899749373433584,0.041666666666666664,0.02506265664160401,0.03352130325814536,1383,0.21177944862155387,0.3549498746867168,0.4332706766917293
929,Carroll,647,Carroll Precinct 05-006,626,5,6,140,192,10,647,1,0.9675425038639877,0.0077279752704791345,0.00927357032457496,0.015455950540958269,315,0.21638330757341576,0.29675425038639874,0.4868624420401855
931,Carroll,2786,Carroll Precinct 14-001,2611,70,52,503,1171,53,2786,1,0.9371859296482412,0.02512562814070352,0.01866475233309404,0.019023689877961235,1112,0.18054558506819812,0.42031586503948315,0.39913854989231873
932,Carroll,2559,Carroll Precinct 05-005,2276,87,77,542,998,119,2559,1,0.889409925752247,0.03399765533411489,0.03008987885892927,0.04650254005470887,1019,0.21180148495506057,0.3899960922235248,0.3982024228214146
933,Carroll,2727,Carroll Precinct 09-001,2601,49,40,503,1543,37,2727,1,0.9537953795379538,0.01796846351301797,0.014668133480014669,0.013568023469013568,681,0.18445177851118444,0.5658232489915658,0.24972497249724973
934,Carroll,5574,Carroll Precinct 07-007,5011,218,157,908,1698,188,5574,1,0.8989953354861858,0.03911015428776462,0.0281664872622892,0.03372802296376032,2968,0.16289917473986365,0.30462863293864373,0.5324721923214927
