,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18D,GOV18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18None,GOV18D_pct,GOV18R_pct,GOV18None_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,45,69,87,720,58,2986,1,0.942397856664434,0.01507032819825854,0.023107836570663093,0.01942397856664434,2179,0.02913596784996651,0.24112525117213665,0.7297387809778969
134,Carroll,1186,Carroll Precinct 12-001,1086,70,17,52,402,13,1186,1,0.9156829679595279,0.05902192242833052,0.01433389544688027,0.010961214165261383,732,0.04384485666104553,0.33895446880269814,0.6172006745362564
135,Carroll,2833,Carroll Precinct 11-001,2645,87,63,130,1067,38,2833,1,0.9336392516766678,0.030709495234733496,0.02223791034239322,0.013413342746205436,1636,0.04588775150017649,0.37663254500529475,0.5774797034945288
396,Carroll,1084,Carroll Precinct 10-001,1040,12,15,41,438,17,1084,1,0.959409594095941,0.01107011070110701,0.013837638376383764,0.015682656826568265,605,0.03782287822878229,0.4040590405904059,0.5581180811808119
397,Carroll,7012,Carroll Precinct 01-001,6558,201,129,329,2460,124,7012,1,0.9352538505419281,0.028665145464917285,0.018397033656588704,0.017683970336565887,4223,0.04691956645750143,0.35082715345122645,0.6022532800912721
398,Carroll,1424,Carroll Precinct 02-001,1389,11,16,82,637,8,1424,1,0.9754213483146067,0.007724719101123595,0.011235955056179775,0.0056179775280898875,705,0.05758426966292135,0.4473314606741573,0.49508426966292135
399,Carroll,1786,Carroll Precinct 02-002,1731,9,19,99,775,27,1786,1,0.9692049272116461,0.005039193729003359,0.010638297872340425,0.015117581187010079,912,0.055431131019036954,0.4339305711086226,0.5106382978723404
927,Carroll,6623,Carroll Precinct 14-002,6214,125,131,351,2403,153,6623,1,0.9382455080779103,0.018873622225577532,0.019779556092405254,0.0231013136041069,3869,0.05299713120942171,0.36282651366450247,0.5841763551260758
928,Carroll,3192,Carroll Precinct 05-001,2872,133,80,320,1209,107,3192,1,0.899749373433584,0.041666666666666664,0.02506265664160401,0.03352130325814536,1663,0.10025062656641603,0.37875939849624063,0.5209899749373433
929,Carroll,647,Carroll Precinct 05-006,626,5,6,67,237,10,647,1,0.9675425038639877,0.0077279752704791345,0.00927357032457496,0.015455950540958269,343,0.1035548686244204,0.366306027820711,0.5301391035548686
931,Carroll,2786,Carroll Precinct 14-001,2611,70,52,203,1179,53,2786,1,0.9371859296482412,0.02512562814070352,0.01866475233309404,0.019023689877961235,1404,0.0728643216080402,0.42318736539842067,0.5039483129935391
932,Carroll,2559,Carroll Precinct 05-005,2276,87,77,263,1066,119,2559,1,0.889409925752247,0.03399765533411489,0.03008987885892927,0.04650254005470887,1230,0.1027745212973818,0.416568972254787,0.4806565064478312
933,Carroll,2727,Carroll Precinct 09-001,2601,49,40,216,1402,37,2727,1,0.9537953795379538,0.01796846351301797,0.014668133480014669,0.013568023469013568,1109,0.07920792079207921,0.5141180784745141,0.40667400073340665
934,Carroll,5574,Carroll Precinct 07-007,5011,218,157,420,1807,188,5574,1,0.8989953354861858,0.03911015428776462,0.0281664872622892,0.03372802296376032,3347,0.07534983853606028,0.324183710082526,0.6004664513814137
935,Carroll,1903,Carroll Precinct 07-008,1759,65,29,100,750,50,1903,1,0.9243300052548608,0.03415659485023647,0.015239096163951655,0.02627430373095113,1053,0.05254860746190226,0.3941145559642669,0.5533368365738308
936,Carroll,960,Carroll Precinct 07-005,945,9,3,65,408,3,960,1,0.984375,0.009375,0.003125,0.003125,487,0.06770833333333333,0.425,0.5072916666666667
937,Carroll,2365,Carroll Precinct 04-002,2282,28,19,124,990,36,2365,1,0.9649048625792812,0.011839323467230444,0.008033826638477801,0.01522198731501057,1251,0.05243128964059197,0.4186046511627907,0.5289640591966174
938,Carroll,2537,Carroll Precinct 07-006,2326,65,59,162,776,87,2537,1,0.9168309026409145,0.025620811982656682,0.023255813953488372,0.03429247142294048,1599,0.06385494678754434,0.3058730784391013,0.6302719747733544
939,Carroll,3647,Carroll Precinct 07-003,3100,264,178,233,778,105,3647,1,0.8500137098985467,0.07238826432684398,0.04880723882643268,0.028790786948176585,2636,0.06388812722785851,0.21332602138744172,0.7227858513846998
940,Carroll,2385,Carroll Precinct 07-001,2135,105,101,133,554,44,2385,1,0.8951781970649895,0.0440251572327044,0.042348008385744235,0.018448637316561847,1698,0.055765199161425576,0.23228511530398324,0.7119496855345911
941,Carroll,7644,Carroll Precinct 05-004,6509,725,141,623,3019,269,7644,1,0.8515175300889587,0.09484563055991628,0.018445839874411302,0.03519099947671376,4002,0.0815018315018315,0.3949502878074307,0.5235478806907379
943,Carroll,4313,Carroll Precinct 05-002,3922,228,63,370,2025,100,4313,1,0.9093438441919778,0.05286343612334802,0.014607002086714584,0.023185717597959656,1918,0.08578715511245073,0.46951078135868307,0.4447020635288662
